claim.ind0,claim.ind1,ni.genderF,ni.genderM,ni.marital.status0,ni.marital.status1,sales.channelBroker,sales.channelOnline,sales.channelPhone,coverage.typeA,coverage.typeB,coverage.typeC,city.catArizona,city.catcolorado,city.catIowa,city.catpenni,city.catVirginia,city.catWashington,premium,n.children.cat,n.adults.cat,tenure.con,ni.age.con,len.at.res.con,credit.con,year.con,cancel
0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1.735332635,-0.895968736,-0.936755384,0.187931569,0.482520837,-1.684483997,0.721116802,-0.144200398,0
1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1.115341992,-0.895968736,2.429190251,0.187931569,1.431492746,-1.40353026,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-1.573812297,-0.895968736,0.746217434,0.69532648,-0.466451072,1.125053374,0.721116802,-0.144200398,0
0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-1.205179884,1.50828424,-0.095268975,-0.657726617,-1.415422981,1.967914585,-0.593682601,-0.144200398,0
0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-0.798664796,-0.294905492,1.587703842,1.202721391,0.008034882,1.125053374,0.721116802,-0.144200398,0
1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.090150414,-0.895968736,0.746217434,0.69532648,0.008034882,0.282192163,0.721116802,-0.144200398,0
1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1.385458484,-0.895968736,-0.095268975,-0.826858254,-0.940937027,1.406007111,-0.593682601,-0.144200398,0
0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1.489423346,-0.895968736,0.746217434,-2.010779714,-1.889908936,1.967914585,0.721116802,-0.144200398,1
0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.012414055,-0.895968736,-0.936755384,-1.165121528,-0.940937027,-1.122576523,-0.593682601,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.338585931,-0.895968736,0.746217434,1.540984666,-0.466451072,-0.841622786,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.339672223,1.50828424,1.587703842,0.357063206,0.008034882,-1.122576523,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.612304606,-0.895968736,-0.095268975,-0.319463343,-0.466451072,-0.841622786,0.721116802,-0.144200398,0
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,-1.056601467,-0.895968736,-0.936755384,-0.48859498,0.482520837,-1.122576523,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.688219789,-0.895968736,-0.936755384,0.357063206,0.957006792,-0.279715311,0.721116802,-0.144200398,0
0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.37385949,-0.895968736,0.746217434,-1.165121528,-0.940937027,-0.841622786,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.736703935,0.306157752,-0.936755384,0.357063206,1.905978701,1.406007111,0.721116802,-0.144200398,0
0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-0.242352094,-0.895968736,-0.936755384,-0.150331705,0.482520837,1.125053374,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-1.995147843,1.50828424,2.429190251,1.202721391,1.431492746,-0.560669049,-0.593682601,-0.144200398,1
0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1.540119903,-0.895968736,-0.095268975,-0.319463343,-0.940937027,-0.841622786,0.721116802,-0.144200398,1
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-0.888196885,1.50828424,-0.936755384,0.864458117,1.431492746,0.844099637,-1.908482004,-0.144200398,0
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,-1.294560964,-0.895968736,-0.936755384,0.69532648,0.008034882,-0.560669049,-0.593682601,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,-0.976672033,0.306157752,-0.095268975,0.018799932,0.008034882,1.125053374,0.721116802,-0.144200398,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.149901024,-0.895968736,-0.936755384,1.033589754,0.008034882,-0.560669049,-0.593682601,-0.144200398,0
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.784635822,-0.895968736,-0.936755384,-1.334253165,-0.940937027,-0.560669049,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.252022418,0.907220996,1.587703842,-0.319463343,0.957006792,0.844099637,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1.92905009,2.109347484,0.746217434,1.033589754,1.905978701,0.001238426,0.721116802,-0.144200398,0
1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0.951818803,-0.895968736,2.429190251,0.69532648,0.008034882,0.001238426,0.721116802,-0.144200398,0
1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0.36667206,-0.895968736,-0.936755384,0.69532648,0.957006792,0.5631459,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.052208833,-0.294905492,-0.936755384,-0.826858254,-0.940937027,-0.841622786,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.664017234,1.50828424,-0.936755384,0.187931569,0.957006792,0.844099637,0.721116802,-0.144200398,0
1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,-0.80736198,-0.895968736,-0.936755384,0.018799932,1.905978701,0.5631459,-0.593682601,-0.144200398,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0.617889075,-0.294905492,1.587703842,-0.319463343,0.008034882,-1.40353026,-1.908482004,-0.144200398,1
0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1.58909805,-0.294905492,1.587703842,-0.826858254,-0.940937027,-1.684483997,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-1.576507462,-0.294905492,-0.936755384,0.357063206,0.008034882,0.5631459,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.016067776,2.109347484,-0.095268975,-0.826858254,-0.940937027,1.406007111,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.112746592,0.306157752,0.746217434,1.202721391,0.008034882,0.844099637,0.721116802,-0.144200398,1
1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-0.993184696,-0.895968736,-0.095268975,1.033589754,0.008034882,0.5631459,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.89706215,2.109347484,-0.936755384,-0.319463343,0.008034882,-1.122576523,-1.908482004,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.516983834,1.50828424,0.746217434,0.018799932,1.905978701,-1.684483997,-0.593682601,-0.144200398,1
1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-1.158965256,0.907220996,-0.095268975,0.69532648,0.957006792,-1.40353026,0.721116802,-0.144200398,0
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.250925672,-0.294905492,0.746217434,-0.150331705,1.905978701,-1.122576523,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.368322412,-0.294905492,-0.936755384,-1.165121528,-0.940937027,1.406007111,-1.908482004,-0.144200398,1
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.673832049,-0.895968736,-0.936755384,0.018799932,0.957006792,-1.122576523,-0.593682601,-0.144200398,1
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.692757248,-0.895968736,-0.936755384,1.033589754,1.431492746,-0.279715311,0.721116802,-0.144200398,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,-1.085273238,-0.895968736,-0.095268975,0.69532648,-0.466451072,-0.560669049,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.450165451,1.50828424,-0.095268975,0.187931569,0.482520837,1.686960848,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-2.382010744,1.50828424,-0.936755384,-1.334253165,-0.940937027,0.001238426,-0.593682601,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1.23009894,0.306157752,-0.936755384,1.202721391,0.482520837,0.282192163,0.721116802,-0.144200398,0
1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.161871614,-0.895968736,-0.095268975,0.864458117,1.431492746,-0.279715311,-0.593682601,-0.144200398,0
0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0.052791261,0.306157752,2.429190251,1.033589754,-0.466451072,1.125053374,0.721116802,-0.144200398,1
1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.953383092,-0.895968736,-0.936755384,-0.150331705,0.482520837,-0.560669049,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.880690591,0.306157752,-0.936755384,1.540984666,1.431492746,0.5631459,0.721116802,-0.144200398,1
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1.484051723,0.306157752,-0.936755384,-0.826858254,0.008034882,-0.279715311,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.288743273,1.50828424,-0.936755384,0.864458117,-0.466451072,-0.560669049,-0.593682601,-0.144200398,1
1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.655686642,-0.895968736,-0.095268975,1.033589754,-0.466451072,1.125053374,0.721116802,-0.144200398,1
1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.765003739,-0.895968736,0.746217434,-1.841648076,-1.889908936,-1.122576523,-0.593682601,-0.144200398,0
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.665028228,2.109347484,-0.936755384,-1.503384802,-0.940937027,0.844099637,-1.908482004,-0.144200398,1
1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.571761555,0.306157752,0.746217434,0.018799932,-0.466451072,-0.560669049,-0.593682601,-0.144200398,1
0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,-0.41352406,0.907220996,-0.936755384,-0.150331705,-0.466451072,0.5631459,-1.908482004,-0.144200398,1
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.668559552,-0.895968736,0.746217434,0.864458117,0.957006792,-0.279715311,-0.593682601,-0.144200398,0
1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.675616808,-0.895968736,0.746217434,0.526194843,0.008034882,-1.122576523,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1.5288222,2.109347484,-0.095268975,-1.334253165,-0.940937027,-1.122576523,0.721116802,-0.144200398,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,-0.031706278,2.109347484,-0.936755384,0.357063206,0.957006792,-0.841622786,-1.908482004,-0.144200398,1
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,-1.439501266,-0.895968736,0.746217434,1.371853028,1.431492746,-0.279715311,-1.908482004,-0.144200398,1
1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-0.22682784,-0.294905492,0.746217434,0.357063206,0.957006792,-1.684483997,0.721116802,-0.144200398,0
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.572611836,-0.895968736,-0.095268975,1.033589754,-0.466451072,0.282192163,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.101840211,-0.294905492,-0.095268975,0.69532648,0.482520837,1.125053374,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.868053708,-0.895968736,-0.936755384,0.187931569,-0.466451072,-1.40353026,0.721116802,-0.144200398,1
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.737787193,-0.294905492,-0.095268975,-0.48859498,-1.415422981,-0.279715311,0.721116802,-0.144200398,1
1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,-0.180394396,-0.294905492,-0.095268975,0.187931569,1.431492746,0.844099637,0.721116802,-0.144200398,0
1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.285787158,-0.895968736,-0.936755384,1.371853028,0.008034882,0.001238426,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-1.109843824,0.306157752,-0.095268975,0.018799932,0.008034882,1.686960848,-0.593682601,-0.144200398,1
1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1.206602526,-0.294905492,-0.936755384,-0.150331705,1.431492746,1.125053374,-1.908482004,-0.144200398,1
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.687742513,-0.294905492,1.587703842,-1.672516439,-0.940937027,-0.841622786,0.721116802,-0.144200398,1
0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.465853838,0.907220996,-0.095268975,0.69532648,0.957006792,1.406007111,-1.908482004,-0.144200398,1
1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1.238435766,-0.895968736,-0.095268975,-2.010779714,-1.889908936,1.686960848,0.721116802,-0.144200398,1
1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0.01430426,0.306157752,-0.095268975,0.69532648,0.957006792,-0.841622786,0.721116802,-0.144200398,1
0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.871548402,-0.294905492,-0.936755384,-1.165121528,-1.415422981,-1.122576523,-0.593682601,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.087556986,-0.895968736,1.587703842,-2.010779714,-0.940937027,0.844099637,0.721116802,-0.144200398,0
0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.641830538,0.907220996,0.746217434,-1.503384802,-1.415422981,-1.684483997,0.721116802,-0.144200398,0
1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.859231307,-0.895968736,0.746217434,-1.334253165,-0.940937027,-0.560669049,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1.023069115,0.907220996,-0.095268975,1.710116303,0.482520837,-1.122576523,0.721116802,-0.144200398,1
1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.177620617,-0.895968736,0.746217434,1.202721391,1.431492746,0.5631459,0.721116802,-0.144200398,0
0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.54886773,-0.895968736,-0.095268975,0.69532648,0.008034882,0.001238426,-0.593682601,-0.144200398,1
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.094890021,-0.895968736,2.429190251,0.187931569,1.431492746,0.001238426,0.721116802,-0.144200398,0
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0.244056137,2.109347484,-0.936755384,-0.826858254,-0.940937027,0.5631459,0.721116802,-0.144200398,1
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,-0.461535867,0.306157752,-0.936755384,1.202721391,1.431492746,-0.560669049,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.767858903,1.50828424,-0.095268975,1.033589754,0.008034882,1.686960848,0.721116802,-0.144200398,0
0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.486203759,0.306157752,-0.095268975,-2.010779714,-0.466451072,1.125053374,-1.908482004,-0.144200398,0
1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0.434422291,0.306157752,-0.936755384,0.526194843,-0.466451072,-1.40353026,0.721116802,-0.144200398,1
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-1.199210817,-0.895968736,-0.095268975,1.202721391,1.431492746,-0.560669049,-1.908482004,-0.144200398,1
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.205770611,0.306157752,2.429190251,-1.165121528,-0.940937027,1.686960848,-0.593682601,-0.144200398,0
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.877434452,-0.895968736,-0.936755384,-0.995989891,-0.940937027,1.125053374,-1.908482004,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,-0.374493839,-0.294905492,1.587703842,-1.165121528,-0.940937027,-0.560669049,-1.908482004,-0.144200398,0
0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1.148962512,-0.294905492,1.587703842,0.187931569,0.957006792,-0.560669049,0.721116802,-0.144200398,1
1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.167566971,0.306157752,-0.936755384,-2.010779714,0.008034882,0.001238426,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,-0.366918498,-0.895968736,1.587703842,-0.995989891,1.431492746,-1.40353026,-0.593682601,-0.144200398,0
0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.249324943,-0.895968736,-0.095268975,0.864458117,1.431492746,0.282192163,0.721116802,-0.144200398,0
0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,-1.22159377,-0.895968736,-0.936755384,0.187931569,0.008034882,0.001238426,0.721116802,-0.144200398,1
1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1.424550394,2.109347484,-0.936755384,1.371853028,1.431492746,1.125053374,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.204221005,2.109347484,-0.936755384,0.187931569,-0.466451072,0.5631459,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.610893316,-0.294905492,2.429190251,1.202721391,0.482520837,-0.279715311,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.16081321,0.306157752,-0.095268975,0.69532648,-0.466451072,-0.279715311,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.280070607,-0.895968736,-0.936755384,0.864458117,0.957006792,0.282192163,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0.034718879,1.50828424,-0.095268975,0.526194843,0.008034882,0.844099637,-0.593682601,-0.144200398,1
0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.372005185,-0.294905492,-0.936755384,0.69532648,0.008034882,-0.279715311,0.721116802,-0.144200398,1
1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1.215127016,0.306157752,-0.936755384,0.864458117,0.008034882,1.125053374,-0.593682601,-0.144200398,0
0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2.054678928,0.907220996,-0.936755384,0.864458117,0.482520837,-1.684483997,-1.908482004,-0.144200398,1
0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,-2.46268708,-0.895968736,-0.936755384,-0.995989891,-1.415422981,-0.279715311,0.721116802,-0.144200398,1
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.012970287,0.306157752,-0.936755384,0.526194843,-0.466451072,1.686960848,0.721116802,-0.144200398,0
1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.706061777,-0.895968736,-0.936755384,-1.841648076,-0.940937027,0.001238426,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.112065294,0.306157752,-0.936755384,0.018799932,0.482520837,-0.560669049,-1.908482004,-0.144200398,0
1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.033497283,1.50828424,-0.095268975,-0.48859498,1.431492746,1.686960848,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-1.205202375,0.907220996,1.587703842,1.371853028,0.008034882,0.844099637,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.880812641,0.907220996,-0.095268975,-0.319463343,0.482520837,-1.40353026,-1.908482004,-0.144200398,1
0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,-0.692236938,-0.294905492,-0.095268975,-0.826858254,0.482520837,0.5631459,-0.593682601,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,-1.603679859,0.306157752,-0.936755384,0.357063206,0.482520837,0.282192163,-1.908482004,-0.144200398,0
1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.122634702,-0.895968736,-0.936755384,0.187931569,0.482520837,1.686960848,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.609728694,-0.294905492,-0.095268975,0.357063206,0.008034882,0.282192163,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1.747860569,2.109347484,0.746217434,-0.48859498,0.957006792,-0.279715311,0.721116802,-0.144200398,1
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.778988321,-0.294905492,-0.936755384,-0.150331705,1.905978701,-0.841622786,-0.593682601,-0.144200398,1
1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0.534399017,-0.294905492,1.587703842,-0.319463343,0.008034882,-0.279715311,-1.908482004,-0.144200398,1
1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.122065296,-0.294905492,-0.095268975,-0.826858254,-1.415422981,-0.560669049,-0.593682601,-0.144200398,1
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.79902914,0.907220996,0.746217434,-1.672516439,-0.940937027,1.686960848,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-0.409796223,-0.895968736,1.587703842,0.018799932,1.905978701,0.282192163,0.721116802,-0.144200398,0
1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.375624025,-0.895968736,-0.095268975,-1.334253165,-1.889908936,1.406007111,-0.593682601,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.867414683,-0.294905492,-0.936755384,-0.995989891,-1.415422981,0.5631459,-0.593682601,-0.144200398,1
1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0.286627231,0.306157752,-0.095268975,0.864458117,1.431492746,-1.40353026,0.721116802,-0.144200398,0
0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-0.86408517,0.306157752,-0.095268975,1.033589754,-0.466451072,-1.122576523,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,-0.803535095,-0.895968736,0.746217434,0.526194843,0.957006792,0.282192163,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,-1.403085638,1.50828424,-0.936755384,1.371853028,0.008034882,1.406007111,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1.119726865,0.306157752,-0.095268975,-0.150331705,-0.466451072,0.5631459,0.721116802,-0.144200398,1
0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.086085542,-0.895968736,1.587703842,0.357063206,-0.466451072,-1.684483997,0.721116802,-0.144200398,0
1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.224673028,1.50828424,-0.095268975,1.540984666,0.008034882,0.282192163,-0.593682601,-0.144200398,0
1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,-1.289170691,-0.895968736,-0.936755384,0.018799932,1.905978701,-1.122576523,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,-1.63208938,2.109347484,-0.936755384,0.69532648,-0.466451072,1.406007111,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,-1.1563694,-0.895968736,-0.936755384,0.018799932,0.482520837,-1.684483997,-1.908482004,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2.15304288,0.907220996,-0.936755384,0.526194843,1.431492746,1.967914585,0.721116802,-0.144200398,0
1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.067666357,-0.294905492,0.746217434,-2.010779714,-1.889908936,-0.279715311,-0.593682601,-0.144200398,0
0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.470674093,-0.895968736,-0.095268975,0.187931569,0.482520837,0.001238426,-1.908482004,-0.144200398,1
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.525541589,-0.895968736,-0.095268975,-0.319463343,0.957006792,0.5631459,0.721116802,-0.144200398,0
1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,-0.280928822,1.50828424,-0.936755384,-2.010779714,-1.415422981,1.406007111,-0.593682601,-0.144200398,0
1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.104878827,-0.895968736,-0.936755384,0.864458117,-0.466451072,1.125053374,-1.908482004,-0.144200398,0
1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0.19937789,-0.895968736,-0.936755384,0.187931569,0.957006792,0.001238426,-0.593682601,-0.144200398,0
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0.18287144,-0.294905492,-0.936755384,0.526194843,0.957006792,-0.560669049,-0.593682601,-0.144200398,1
0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.14743574,-0.895968736,-0.095268975,1.202721391,-0.466451072,1.406007111,0.721116802,-0.144200398,1
1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,-0.689054843,-0.895968736,0.746217434,-0.319463343,0.008034882,1.406007111,-1.908482004,-0.144200398,1
0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.025012843,-0.895968736,-0.936755384,-1.503384802,-1.415422981,-1.684483997,-1.908482004,-0.144200398,1
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.737839144,-0.895968736,-0.936755384,-0.826858254,1.431492746,0.282192163,0.721116802,-0.144200398,0
1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,-1.16835108,0.907220996,-0.936755384,0.018799932,-0.466451072,-1.40353026,0.721116802,-0.144200398,0
1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0.059602969,-0.294905492,0.746217434,-1.503384802,-0.466451072,0.5631459,-0.593682601,-0.144200398,0
0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,-2.598575639,-0.895968736,-0.095268975,0.864458117,0.957006792,1.686960848,-1.908482004,-0.144200398,0
